address,national_phone,lat,lon,rating,google_maps_uri,website,user_rating_count,name,primary_type_display,price_level
"Yamanevler, Ata Sk. No:6/A, 34768 Ümraniye/İstanbul",0545 656 25 96,41.025986,29.0982792,4.6,https://maps.google.com/?cid=11706980518003469321,,338.0,Parrem Coffee Ümraniye,Çay/Kahve,
"İstiklal, Mithatpaşa Cd. 31/A, 34760 Ümraniye/İstanbul",(0216) 521 94 04,41.0237213,29.1015708,4.6,https://maps.google.com/?cid=10659215441291109381,,948.0,Viran Dürüm Evi,Restoran,₺₺
"Atatürk, Sütçü İmam Cd. No:133A, 34764 Ümraniye/İstanbul",0542 309 05 26,41.023524,29.094904,4.6,https://maps.google.com/?cid=6581012677032728693,,107.0,Ümraniye Gece Dönercisi,Türk Mutfağı,
"Ata Sokak, Yamanevler, Alemdağ Cd No:13 / B, 34768 Ümraniye/İstanbul",(0216) 520 30 27,41.0266946,29.097928399999997,4.6,https://maps.google.com/?cid=4963671464177156016,http://www.lahmacunsanati.com.tr/,418.0,Lahmacun Sanatı,Orta Doğu Mutfağı,
"Saray, EN Plaza Altı, Akgül Sokağı No: 1/D, 34768, Yamanevler, 34773 Ümraniye/İstanbul",(0216) 510 89 10,41.0246401,29.1152565,4.7,https://maps.google.com/?cid=7959012859784962463,,231.0,Rota Balık Ümraniye,Restoran,₺₺
"Atakent, Alemdağ Cd No:364 D:A, 34764 Ümraniye/İstanbul",0532 692 07 58,41.0230651,29.1124562,4.7,https://maps.google.com/?cid=9725715350700376050,,244.0,Meşe Közde Döner - Gece Dönercisi,Türk Mutfağı,
"Yamanevler, Site Yolu Cd Deniz Sanayi Sitesi C blok no:6 / 10C, 34768 Ümraniye/İstanbul",0540 249 46 25,41.0242729,29.1157287,4.9,https://maps.google.com/?cid=302968414473679846,https://www.instagram.com/bizimcagkebap,210.0,Bizim Cağ Kebap,Restoran,
"Tepeüstü, Poyraz Cd. No:5/B, 34764 Ümraniye/İstanbul",0532 735 59 24,41.0203275,29.1282887,4.9,https://maps.google.com/?cid=11521387682247845497,http://www.instagram.com/maraspacacisi,745.0,Paça Evi Maraş Paçacısı,Restoran,₺
"Ihlamurkuyu, Şafi Sk. 21A, 34771 Ümraniye/İstanbul",0533 469 23 21,41.0219311,29.1350093,4.5,https://maps.google.com/?cid=617230616711489023,,321.0,Kore Maru,Uzak Doğu Mutfağı,
"Kuzguncuk, 34674 Üsküdar/İstanbul, Türkiye",0530 066 40 32,41.0354877,29.030442,4.5,https://maps.google.com/?cid=8408698973533838529,,2651.0,Name Kuzguncuk Cafe,Çay/Kahve,
"Kuzguncuk, Tufan Sk. no:4, 34000 Üsküdar/İstanbul",0532 350 05 00,41.0353239,29.0305093,4.7,https://maps.google.com/?cid=6690045627664857901,http://www.sansebastianmutfagi.com/,575.0,San Sebastian Mutfağı,Tatlı,
"Kuzguncuk Mahallesi, Paşalimanı Caddesi, Kuzguncuk, Tahtalı Bostan Sk. No:116/1, 34674 Üsküdar/İstanbul",,41.0359478,29.0286612,4.5,https://maps.google.com/?cid=4013610267872608016,,410.0,Ira Bakery Exclusive Kuzguncuk,Fırın,
"İcadiye Mahallesi, Kuzguncuk, İcadiye Cd. No: 144, 34674 Üsküdar/İstanbul",0507 388 49 59,41.0304187,29.0348323,4.5,https://maps.google.com/?cid=11268211490664443389,https://www.saraninbahcesi.com/,1364.0,Saranın Bahçesi,Kahvaltı,
"Küplüce, Tomruk Cd. 66/A, 34676 Üsküdar/İstanbul",0533 447 20 42,41.0315511,29.0653683,4.6,https://maps.google.com/?cid=16043889317358448881,,293.0,Nayla Akçaabat Köfte Evi,Restoran,₺₺
"Ferah, Irmak Sk. No:44/A, 34692 Üsküdar/İstanbul",0541 853 33 38,41.0342201,29.0763499,4.9,https://maps.google.com/?cid=10773944214728632001,http://www.manti7.com/,156.0,Mantı 7,Restoran,
"Ferah, Ferah Cd. No:66, 34692 Üsküdar/İstanbul",0534 426 49 73,41.0295434,29.075011600000003,4.7,https://maps.google.com/?cid=9816949800450292402,,163.0,Dürümcü Ramazan Usta,Restoran,
"Atatürk, Estergon Cd. 13 b, 34500 Ümraniye/İstanbul",0536 749 01 51,41.0281847,29.089979300000003,4.6,https://maps.google.com/?cid=378229436488007837,,214.0,azimoğlu dondurma,Tatlı,₺₺
"Kazım Karabekir, Adem Yavuz Cd. No:30/A D:34766, 34000 Ümraniye/İstanbul",(0216) 632 00 20,41.0333213,29.103079899999997,4.5,https://maps.google.com/?cid=1446066436518366766,,120.0,Menta Cafe-Restaurant,Restoran,
"HÜSEYİN EYÜPOĞLU, Yamanevler, Fatih Sultan Mehmet Cd. No:36/A, 34770 Ümraniye/İstanbul",(0216) 505 03 20,41.0278443,29.0979522,4.5,https://maps.google.com/?cid=3281563247947599435,,198.0,Karadeniz Balıkçısı & HÜSEYİN EYÜPOĞLU,Restoran,₺₺
"Atatürk, Kartal Sk. no:2, 34764 Ümraniye/İstanbul",(0216) 320 20 02,41.0277131,29.097253,4.7,https://maps.google.com/?cid=5766777094618753255,,292.0,Sefa Kokoreç,Restoran,
"Ciragan Palace Kempinski Hotel, Ciragan Caddesi 32, Çiragan Cd, Yıldız, 34349 Besiktas/Beşiktaş/İstanbul",(0212) 326 46 20,41.0432563,29.0152332,4.5,https://maps.google.com/?cid=6653160038649818693,https://www.kempinski.com/en/ciragan-palace/restaurants-bars/tugra-restaurant?utm_medium=organic&utm_source=google&utm_campaign=KIIST&utm_content=gmb-restaurant&source=S308962248,869.0,Tuğra Restaurant,Türk Mutfağı,₺₺₺₺
"Yıldız, Çırağan Cd. No:32, 34349 Beşiktaş/İstanbul",(0212) 326 46 20,41.0444622,29.016676200000003,4.5,https://maps.google.com/?cid=1575351846152182282,https://www.kempinski.com/en/ciragan-palace/restaurants-bars/gazebo?utm_medium=organic&utm_source=google&utm_campaign=KIIST&utm_content=gmb&source=S308962248,175.0,Gazebo,Bar,
"Kuzguncuk, Üryanizade Sk. No:1/C, 34674 Üsküdar/İstanbul",(0216) 201 14 53,41.0366566,29.0301834,4.6,https://maps.google.com/?cid=6344453135650164562,,319.0,Glow Coffee,Çay/Kahve,₺₺
"Kuzguncuk, Üryanizade Sk. No:1B, 34674 Üsküdar/İstanbul",0542 109 01 00,41.0366201,29.0300969,4.8,https://maps.google.com/?cid=7713803360773430462,,114.0,Kuzina Artisan,Çay/Kahve,
"Beylerbeyi, Beylerbeyi Kavşağı No:13, 34676 Üsküdar/İstanbul",(0216) 321 42 33,41.0433659,29.0435704,4.7,https://maps.google.com/?cid=11091491638202526761,,157.0,Redibu Cafe & Restaurant,Kahvaltı,
"Beylerbeyi, Yeniyol Sk. 18 B D:18 B, 34676 Üsküdar/İstanbul",,41.0428964,29.052695199999995,4.6,https://maps.google.com/?cid=14636926200831067127,,237.0,Bu & Bu Dondurma Beylerbeyi,Tatlı,
"Kirazlıtepe, Orhan Seyfi Orhon Cd. No:42/A, 34682 Üsküdar/İstanbul",0532 396 47 37,41.0377761,29.0605867,4.8,https://maps.google.com/?cid=17065819834735918558,,137.0,SELÇUK USTA HAMSİKÖY SÜTLAÇCIM,Tatlı,
"Kirazlıtepe, Şenol Güneş Parkı, 34682 Üsküdar/İstanbul",0537 321 59 04,41.0379149,29.0597998,4.7,https://maps.google.com/?cid=11241433991517103120,,689.0,Park Cafe & Restaurant,Çay/Kahve,
"Kirazlıtepe, Orhan Seyfi Orhon Cd. No:70 D:E, 34682 Üsküdar/İstanbul",0532 683 46 81,41.0392826,29.0598928,4.7,https://maps.google.com/?cid=2444910439482081285,,219.0,Naci Baba Hamsiköy Sütlacı,Fırın,₺
"Yavuztürk, İleri Sokağı No:3, 34690 Üsküdar/İstanbul",(0216) 344 91 18,41.0411726,29.0864791,4.5,https://maps.google.com/?cid=17095554887144293471,,303.0,Öz Can Kebap ve Dürüm Evi,Restoran,
"Suadiye, Akasyalı Sk. No:1, 34744 Kadıköy/İstanbul",,40.9575651,29.085662,4.7,https://maps.google.com/?cid=3465837542997606688,,395.0,Manu Bakery & Eatery,Restoran,
"Plaj Yolu Sokak Suadiye Park A Blok No:18 Kat:3, 34740, Suadiye, 34740 Kadıköy/İstanbul",0506 918 07 69,40.9568951,29.0801473,4.7,https://maps.google.com/?cid=3301246274975226552,https://saltatorbalik.com/,924.0,Saltator,Restoran,
"Bostancı, Bostancı Camii Sk No:24/15, 34744 Kadıköy/İstanbul",0552 489 44 44,40.9541611,29.094956199999995,4.5,https://maps.google.com/?cid=11683780292292316450,,1559.0,Maziden Meyhane,Bar,₺₺
"Bostancı, Koy Yolu Sk. No:6, 34744 Kadıköy/İstanbul",(0216) 380 59 89,40.95342,29.093872,4.5,https://maps.google.com/?cid=15153670335600526716,http://www.cundabalik.com.tr/,2163.0,Cunda Balık Restaurant,Restoran,₺₺
"Altıntepe, Galipbey Caddesı No:73 D:C, 34840 Maltepe/İstanbul",(0216) 417 12 88,40.9552635,29.1060652,4.7,https://maps.google.com/?cid=13533826529768857691,,509.0,Aslanlar Kebap,Restoran,₺₺
"Merkez Mah, Küçükyalı, Naide Aslan Sk. No:1, 34840 Maltepe/İstanbul",(0216) 417 23 40,40.951142,29.117266,4.7,https://maps.google.com/?cid=15874548838989265347,https://www.instagram.com/kucukyalihepsimeze2022/,131.0,Hepsi Meze Küçükyalı,Restoran,
"Aydınevler, Kırçiçeği Cd. No:3, 34854 Maltepe/İstanbul",(0216) 366 28 44,40.9520882,29.1253214,4.6,https://maps.google.com/?cid=15527512299257274832,,150.0,Onur Et Izgara Köfte,Restoran,₺
"Caddebostan, Operatör Cemil Topuzlu Cd. 91 93, 34728 Kadıköy/İstanbul",(0216) 330 19 84,40.9658082,29.0602859,4.8,https://maps.google.com/?cid=449700801922909121,http://www.volkanbufe.com/,596.0,VOLKAN BÜFE 1984 CADDEBOSTAN,Hamburger,
"Erenköy Mah, Caddebostan, Funda Çk Sk. No: 1, 34738 Kadıköy/İstanbul",444 8 464,40.9638117,29.0660274,4.5,https://maps.google.com/?cid=194722371133617591,https://www.espressolab.com/,1226.0,Espressolab Caddebostan,Çay/Kahve,₺₺
"Suadiye, Akın Sk. No:8 D:1A, 34740 Kadıköy/İstanbul",(0216) 350 08 64,40.9613921,29.0776174,4.5,https://maps.google.com/?cid=15814165417935680436,,938.0,Bon Suadiye,Restoran,
"Suadiye, Tüccar Katibi Sk. No:6/A, 34740 Kadıköy/İstanbul",0535 719 01 35,40.9627874,29.0823099,4.7,https://maps.google.com/?cid=8940935117439490412,https://www.instagram.com/caffe_semplice/,833.0,Caffè Semplice,Çay/Kahve,
"Suadiye, Kurudere Sk. no:34/a, 34740 Kadıköy/İstanbul",(0216) 416 40 51,40.9620634,29.0907653,4.7,https://maps.google.com/?cid=6747864516521075116,,811.0,Pizzeria Copertura,İtalyan Mutfağı,₺₺
"Kozyatağı, Şemsettin Günaltay Cd. no:86-88F, 34736 Kadıköy/İstanbul",(0216) 606 58 00,40.9651949,29.088132599999994,4.8,https://maps.google.com/?cid=10413088349632905955,https://nazarprofiterol.com/,417.0,Suadiye Nazar Profiterol,Fırın,
"Kozyatağı, Kaya Sultan Sokağı No:44/A, 34742 Kadıköy/İstanbul",0544 442 55 24,40.9673971,29.093147,4.8,https://maps.google.com/?cid=6297022684500294803,,410.0,Balič Boşnak Börek & Cafe,Fırın,
"Kozyatağı, Kaya Sultan Sokağı 3/D, 34742 Kadıköy/İstanbul",(0216) 380 04 75,40.9643976,29.0898395,4.5,https://maps.google.com/?cid=7325219863891492252,https://www.afiyetborek.com/,878.0,AFİYET BÖREK,Tatlı,₺
"İçerenköy, Doğanbey Caddesı No:1, 34752 Ataşehir/İstanbul",0552 381 52 14,40.9637228,29.109644499999995,4.9,https://maps.google.com/?cid=14311637628465878271,https://instagram.com/menemenciiii?igshid=NGVhN2U2NjQ0Yg==,325.0,MENEMENCİ BOSTANCI,Kahvaltı,
"Fenerbahçe Mahallesi, Kalamış Caddesi Fenerbahçe Burnu, Fenerbahçe, No:10, 34726 Kadıköy/İstanbul",(0216) 550 19 07,40.9693163,29.0336236,4.5,https://maps.google.com/?cid=14235816204871831775,https://www.divan.com.tr/divan-restaurants/fenerbahce-faruk-ilgaz,946.0,Divan Fenerbahçe Faruk Ilgaz Toplantı ve Ziyafet Merkezi,Restoran,₺₺₺
"Fenerbahçe, Hacı Mehmet Efendi Sk. No:33/B, 34726 Kadıköy/İstanbul",0543 252 20 55,40.9726304,29.047739900000003,4.8,https://maps.google.com/?cid=7865070186129875761,http://instagram.com/naivefloral,120.0,Naïve,Çay/Kahve,
"Göztepe, Bağdat Cad. No:235, 34730 Kadıköy/İstanbul",0535 025 09 36,40.971751,29.060118000000003,4.5,https://maps.google.com/?cid=17639478595450020618,http://www.perihan.com.tr/,608.0,Perihan Meyhane,Bar,
"Göztepe, Bağdat Cad. Marmara Apt No:203/A, 34730 Kadıköy/İstanbul",0530 652 84 68,40.9739556,29.055654,4.5,https://maps.google.com/?cid=15578105309983056153,https://www.no203.com/,404.0,Zürafa no203 Kitchen & Cocktail Bar,Bar,
"Göztepe, Bağdat Cad. No:203/B, 34730 Kadıköy/İstanbul",(0216) 358 43 53,40.9738707,29.0557501,4.5,https://maps.google.com/?cid=11068762740738983399,http://sinopmantikadikoy.com/,817.0,Sinop Mantı,Restoran,₺₺
"Erenköy, Ömer Paşa Sk. 24/a, 34738 Kadıköy/İstanbul",0505 377 92 33,40.9707712,29.067516,4.5,https://maps.google.com/?cid=210466642941371914,https://zestsociety.com.tr/,222.0,Zest Society By Marie Antoinette Chocolatier,Bar,
"Erenköy Mah. Ömer Paşa Sok. Deniz Apt. No: 26 Dükkan: 1, Erenköy, 34738 Kadıköy/İstanbul",(0216) 368 00 44,40.9709097,29.0675728,4.5,https://maps.google.com/?cid=7011280798051286479,,251.0,Harvest,Çay/Kahve,
"Göztepe Mah. Prof. Mustafa Reşit Belgesay Cd. No:20/1, Erenköy, Caddebostan, 34730 Kadıköy/İstanbul",(0216) 368 63 63,40.9713715,29.0641004,4.7,https://maps.google.com/?cid=3230101630569566094,,541.0,Cadde Eyvan Pide,Fırın,
"19 Mayıs, Saray Sok 3D, 34736 Kadıköy/İstanbul",0538 788 95 70,40.9729529,29.084685,4.7,https://maps.google.com/?cid=2067603347338442029,,133.0,Baca Bread Club,Fırın,
"19 Mayıs, Gürsoylu Sokağı No:32 D:34 c, 34736 Kadıköy/İstanbul",0534 524 98 09,40.9745846,29.0850058,4.6,https://maps.google.com/?cid=11878399988261842907,,108.0,Beans&Dreams (Kadiköy ),Çay/Kahve,
"İçerenköy, Küçükbakkalköy Yolu Cd. no: 16 D:20, 34758 Ataşehir/İstanbul",(0216) 576 01 80,40.972874,29.1098841,4.6,https://maps.google.com/?cid=13076197257511533789,,175.0,Küçük Filika Balık Restaurant,Restoran,
"İçerenköy Mah. Üsküdar İçerenköy Yolu Cad. Özinal Apt, İçerenköy, No 22 /B, 34000 Ataşehir/İstanbul",(0216) 469 40 00,40.9733761,29.1043612,4.5,https://maps.google.com/?cid=5292302687771904291,,118.0,Mono Cağ Kebap,Restoran,
"İçerenköy, Prof. Dr. Necmettin Erbakan Cd No: 8 D:B, 34752 Ataşehir/İstanbul",0534 844 20 33,40.9698286,29.117054799999995,4.7,https://maps.google.com/?cid=998691178651853562,,207.0,Sinop Sofrası Halime Şahin,Restoran,₺
"İçerenköy Karslı Ahmet Cad. &, İçerenköy, Adem Sk. No:50, 34752 Ataşehir/İstanbul",(0216) 469 44 56,40.9752566,29.1180015,4.5,https://maps.google.com/?cid=4157540871345897120,,288.0,Park Piramit Pasta & Cafe,Fırın,₺₺
"İçerenköy, Karslı Ahmet Cd. No:54, 34000 Ataşehir/İstanbul",(0216) 576 84 18,40.974472,29.113094300000004,4.6,https://maps.google.com/?cid=7666367739754817658,,103.0,Kanatçı Bey İÇERENKÖY,Restoran,
"İçerenköy, Prof. Dr. Necmettin Erbakan Cd, 34752 Ataşehir/İstanbul",0535 601 04 29,40.9727408,29.1191314,4.7,https://maps.google.com/?cid=17607987031521397545,https://www.kimeneocakbasi.com/,100.0,Kimene Ocakbaşı,Restoran,
"Caferağa, Lütfü Bey Sk. No: 42/6, 34710 Kadıköy/İstanbul",(0216) 969 63 58,40.9812529,29.0225086,4.5,https://maps.google.com/?cid=14082588115547004671,,700.0,Dün Moda,Restoran,
"Caferağa, Şair Latifi Sk. No41 A, 34710 Kadıköy/İstanbul",0531 243 19 68,40.9840705,29.0294338,4.8,https://maps.google.com/?cid=11244594523857768785,,1128.0,Miso Ramen Moda,Restoran,
"Osmanağa, Yoğurtçu Parkı Cd No:70-72/A, 34714 Kadıköy/İstanbul",0540 164 10 10,40.9839719,29.0330236,4.7,https://maps.google.com/?cid=2923310655956968815,,507.0,Dieci Moda,İtalyan Mutfağı,
"Caferağa, Dr. Esat Işık Cd. No:98 Kat 5, 34710 Kadıköy/İstanbul",0544 204 72 54,40.982905,29.032851299999997,4.5,https://maps.google.com/?cid=11438300691143908749,http://www.musaademeyhane.com/,605.0,Müsaade Teras,Bar,₺₺
"Caferağa, Keresteci Aziz Sk. 27A, 34710 Kadıköy/İstanbul",0544 969 63 97,40.9839814,29.0300699,4.6,https://maps.google.com/?cid=7410581894429837071,https://www.mamabowl.net/,364.0,Mama Bowl Kitchen,Restoran,
"Zühtüpaşa, Kolej Sokaği No:1 D:1A, 34724 Kadıköy/İstanbul",(0216) 405 16 24,40.9843912,29.0382107,4.7,https://maps.google.com/?cid=11029764343926925742,,340.0,Fatel Kalamış,Restoran,₺₺
"Uğur Apt, Fenerbahçe, Bağdat Cad. 72/A, 34726 Kadıköy/İstanbul",(0216) 550 32 34,40.981806,29.0408162,4.5,https://maps.google.com/?cid=10979202642179620610,,490.0,Çiğ Köfteci Gakgoş Usta,Türk Mutfağı,₺₺
"Zühtüpaşa Mah. Bağdat Cad, Zühtüpaşa, Hasan Amir Sk. No:1, 34724 Kadıköy/İstanbul",(0216) 346 96 65,40.9833338,29.0405517,4.5,https://maps.google.com/?cid=15199059989324451767,,114.0,Kokoreçci Vahap Ces10,Restoran,
"Feneryolu, Yıldıray Sk. 22-24b, 34724 Kadıköy/İstanbul",0540 002 48 37,40.982143,29.056835000000003,4.8,https://maps.google.com/?cid=17992046569842311248,,190.0,Bites Bakery,Fırın,
"Feneryolu, Mustafa Mazhar Bey Sokağı No:55/A, 34724 Kadıköy/İstanbul",0533 512 72 30,40.9807289,29.0540889,4.5,https://maps.google.com/?cid=10137334088191034681,https://www.instagram.com/giuliaespresso/,100.0,Giulia Espresso&Focaccia,Çay/Kahve,
"Göztepe, Evsen Sk. No:2/A, 34730 Kadıköy/İstanbul",0536 451 95 86,40.981588900000006,29.057965,4.6,https://maps.google.com/?cid=15383760877163126107,,279.0,Coffee Charlie,Çay/Kahve,
"Feneryolu Mah. Mustafa Mazhar Bey Sok. Gökalp Apt, Feneryolu, no:43/A, 34000 Kadıköy/İstanbul",0530 934 34 26,40.9797559,29.0529065,4.6,https://maps.google.com/?cid=12692713870179375062,http://www.ilficogelato.com/,201.0,İl Fico Gelato,Tatlı,
"Göztepe, Fahrettin Kerim Gökay Cd, 34730 Kadıköy/İstanbul",0534 931 80 00,40.9813528,29.0693212,4.7,https://maps.google.com/?cid=9220782705050420886,http://coffeetheco.com/,131.0,THE CO. COFFEE GÖZTEPE,Çay/Kahve,
"Mahallesi, Sahrayı Cedit, Atatürk Cd. No:33/B, 34734 Kadıköy/İstanbul",(0216) 302 82 36,40.981547,29.084029,4.6,https://maps.google.com/?cid=16345529240672278266,http://www.vardarlidondurma.com/,1175.0,Vardarlı Dondurma,Tatlı,₺₺
"Sahrayı Cedit, Atatürk Cd. No:29/B, 34734 Kadıköy/İstanbul",(0216) 302 62 89,40.9815434,29.0833486,4.5,https://maps.google.com/?cid=18326923788519192379,http://www.emiroglubaklava.com.tr/,363.0,Gaziantep Emiroğlu Baklavaları,Tatlı,₺₺₺
"Mahallesi, Sahrayı Cedit, İnönü Cd. No:28/D, 34734 Kadıköy/İstanbul",(0216) 358 08 84,40.9796105,29.0842548,4.7,https://maps.google.com/?cid=10876938620889156434,,174.0,The Toast,Restoran,
"Sahrayı Cedit, Ulaştırıcı Sk. No:10, 34734 Kadıköy/İstanbul",,40.9801957,29.0867066,4.7,https://maps.google.com/?cid=14230912146854598329,https://www.instagram.com/floicoffee/?hl=tr,222.0,Floi Coffee,Çay/Kahve,
"Sahrayı Cedit, Halk Sk. No: 41/1, 34734 Kadıköy/İstanbul",(0216) 377 87 87,40.9830465,29.0924104,4.5,https://maps.google.com/?cid=1515582190751646538,,444.0,HaBu Döner (Gece Dönercisi),Restoran,
"19 Mayıs Mahallesi Sümer Sokak Sümko N Blok No:1 AG, 19 Mayıs, E İç Kapı No:2, 34742 Kadıköy/İstanbul",0533 969 27 23,40.9782335,29.0932115,4.9,https://maps.google.com/?cid=6826280560757274556,https://www.arafistanbul.com/,274.0,Araf İstanbul,Restoran,
"Küçükbakkalköy, Rüya Sk. No:12 D:18A, 34750 Ataşehir/İstanbul",(0216) 629 72 72,40.9812812,29.1073989,4.5,https://maps.google.com/?cid=8702348741071402285,http://www.sapaistanbul.com/,492.0,Sapa İstanbul,Restoran,₺₺
"Küçükbakkalköy, Cengiz Topel Cd. No:25 D:27C, 34750 Ataşehir/İstanbul",0552 452 28 01,40.9809684,29.1186981,4.6,https://maps.google.com/?cid=13684668603756041625,https://themqssatasehir.com/,153.0,The Moss Ataşehir,Restoran,₺₺
"Küçükbakkalköy, Cengiz Topel Cd. 10/A, 34750 Ataşehir/İstanbul",(0216) 573 79 31,40.9797077,29.117816,4.7,https://maps.google.com/?cid=16080438636789286726,,785.0,Ehli Gözleme,Restoran,₺
"Küçükbakkalköy, Cengiz Topel Cd. No:41/A, 34636 Ataşehir/İstanbul",(0216) 575 17 18,40.9821573,29.119183000000003,4.8,https://maps.google.com/?cid=6142756033363148547,https://beyazgulpastacafe.com/,281.0,Beyaz Gül Pasta Cafe Restaurant,Çay/Kahve,
"Küçükbakkalköy Mah. Dudullu Yolu Cad. No:25-27 K:Zemin Brandium AVM, Küçükbakkalköy, 34750 Ataşehir/İstanbul",0506 382 04 29,40.9813249,29.1316838,4.5,https://maps.google.com/?cid=8382317809090901715,http://schutz.com.tr/,272.0,Kaffee Schütz Brandium Avm,Çay/Kahve,
"Osmanağa, Yasa Cd. No:19, 34714 Kadıköy/İstanbul",(0216) 337 11 03,40.9907343,29.024707199999995,4.5,https://maps.google.com/?cid=1599078743199042216,http://www.sekercicafererol.com/,11061.0,Şekerci Cafer Erol - Kadıköy,Tatlı,
"Caferağa, Sarraf Ali Sk. 22/b, 34710 Kadıköy/İstanbul",(0216) 330 05 47,40.9880334,29.024209599999995,4.8,https://maps.google.com/?cid=4527785889718858430,http://www.kadikoymidyecisi.com/,5779.0,Kadıköy Midyecisi,Deniz Mahsulleri,₺₺
"Osmanağa, Mimar Çk No: 7, 34714 Kadıköy/İstanbul",0552 388 03 00,40.9896761,29.028322799999994,4.5,https://maps.google.com/?cid=1695469892961271047,https://www.instagram.com/hanekadikoy,1282.0,Hane Kadıköy,Restoran,
"Osmanağa, Nihal Sk. No:5/a, 34714 Kadıköy/İstanbul",(0216) 550 24 44,40.9893204,29.029807800000004,4.6,https://maps.google.com/?cid=15752302736336740832,http://www.instagram.com/suflorkadikoy/,1916.0,Suflör Kadıköy,Tatlı,
"Eğitim, Abdi Bey Sk. No:12/B, 34722 Kadıköy/İstanbul",0553 521 97 90,40.9899436,29.0443463,4.7,https://maps.google.com/?cid=2249117506464034534,,324.0,Napoli Pizza Company,Pizza,
"Göztepe, Volkan Sk. Pırlanta Sitesi B Blok No:1/1D, 34720 Kadıköy/İstanbul",0535 445 95 66,40.9898886,29.0555725,4.7,https://maps.google.com/?cid=8418309350524115760,https://ethiqueplantbased.com/,828.0,Ethique Patisserie & Boulangerie,Fırın,
"Atatürk, Ataşehir Blv., 34758 Ataşehir/İstanbul",(0216) 912 22 21,40.9923266,29.1158863,4.5,https://maps.google.com/?cid=17899260914323215109,http://www.lolivetto.com.tr/,1102.0,L'Olivetto Restaurant,Restoran,₺₺₺₺
"Acıbadem, Fatih sokak:16, 34734 Kadıköy/İstanbul",0543 504 44 36,41.0003538,29.0332182,4.5,https://maps.google.com/?cid=3386538870312783244,,130.0,BUTA LOUNGE,Çay/Kahve,
"Hasanpaşa, Zerrin Sk. No:4 / A, 34722 Kadıköy/İstanbul",0546 621 87 88,41.00027,29.048013,4.8,https://maps.google.com/?cid=15006251698313598652,,115.0,Panda Kitchen Kadıköy,Restoran,
"Acıbadem, Muhtarbey Sokağı No:6, 34718 Kadıköy/İstanbul",0532 265 26 72,41.0002197,29.040880800000004,4.9,https://maps.google.com/?cid=3186994566796090203,,123.0,Bakku Coffee Shop,Çay/Kahve,
"Şehit Cahar Dudayev Street, Örnek, Akmeşe Sk. No:8/17, 34704 Ataşehir/İstanbul",(0216) 514 87 37,40.9958335,29.080601500000004,4.6,https://maps.google.com/?cid=7069636378570662482,http://pastieragida.com/,232.0,Pastiera,Tatlı,
"Barbaros mah. Begonya sokak Nidakule kuzey ataşehir No: 3/I, Barbaros, 34746 Ataşehir/İstanbul",(0216) 208 96 69,40.9995701,29.0981719,4.5,https://maps.google.com/?cid=14495149905295109712,https://www.vintageburger.com.tr/,127.0,Vintage Burger,Hamburger,
"Barbaros, Mor Sumbul Sokagi Nidakule Güney No: 7 D:3F Kat:16, 34746 Ataşehir/İstanbul",(0216) 208 44 44,40.9980851,29.097837499999997,4.5,https://maps.google.com/?cid=4328664449300822682,,185.0,Nakibey Kasap & Köfte,Restoran,
"Elalmış caddesi, Tatlısu, Şeyma Sk. no:12b, 34764 Ümraniye/İstanbul",0533 253 60 50,41.0020019,29.1295467,4.7,https://maps.google.com/?cid=926032872724210334,http://www.atagourmet.com/,222.0,Ata Gourmet,Restoran,
"cenapşahabettin, Koşuyolu, Cenap Şahabettin Sokağı No:128, 34718 Kadıköy/İstanbul",(0216) 340 84 54,41.006923,29.033276,4.5,https://maps.google.com/?cid=5703700139829661375,http://www.kiposbalik.com/,1406.0,Kipos Balık - Ayvalık Cunda Mutfağı,Restoran,₺₺
"Koşuyolu, Koşuyolu Cd. No:106 1 A, 34718 Kadıköy/İstanbul",(0216) 339 99 39,41.0085623,29.0361164,4.5,https://maps.google.com/?cid=551175355212540083,http://www.rolla.com.tr/,521.0,Rolla GlutenFree,Restoran,₺₺
"Koşuyolu, Ali Nazime Sk. No:6, 34718 Kadıköy/İstanbul",(0216) 340 21 92,41.008951,29.039358,4.7,https://maps.google.com/?cid=7435607506525197128,,901.0,Adana Park Ocakbaşı Bekir Usta,Restoran,
"Koşuyolu, Koşuyolu Cd. No:80, 34718 Kadıköy/İstanbul",0506 382 04 29,41.009439,29.036824,4.6,https://maps.google.com/?cid=13945770740786605310,http://kaffeeschutz.com/,251.0,Kaffee Schütz Koşuyolu 80,Çay/Kahve,
"Koşuyolu, Süleyman Nazif Sk. No:4, 34662 Kadıköy/İstanbul",0507 238 46 20,41.0081755,29.0355482,4.7,https://maps.google.com/?cid=1354334012634159138,http://www.validebagbalikcisi.com/,224.0,Validebağ Balıkçısı Restoran,Restoran,
"Acıbadem, Acıbadem Cd. No: 202/A, 34718 Üsküdar/İstanbul",(0216) 339 69 99,41.011457,29.052868699999998,4.6,https://maps.google.com/?cid=9322132418552570064,https://bafetto.com.tr/,159.0,Bafetto Pizza Acıbadem,Pizza,
"Küçük Çamlıca, Yanık Sk. No:2, 34696 Üsküdar/İstanbul",(0216) 325 79 42,41.0062021,29.0723349,4.5,https://maps.google.com/?cid=1620692403563060706,,144.0,Ömür Odun Ekmeği,Fırın,₺
